sex,year,n,lon,lat
Hane,2017,1,562745,6833162.5
Hane,2017,9,610394.2307692308,6735035.769230769
Hona,2017,1,587520,6761351.666666667
Hona,2017,5,530116.1666666666,6855435.333333333
Hona,2020,1,504037,6874608
Hane,2017,1,564235,6814564.5
Hona,2017,2,530711.5,6835706.5
Hona,2017,3,533801.3333333334,6836951.666666667
Hona,2017,4,468036.75,6822660.5
Hona,2017,3,524833,6824739.666666667
Hane,2017,5,508143,6844202.833333333
Hona,2017,1,560434,6782639
Hane,2017,3,519200,6884188
Hane,2020,3,478000.3333333333,6929347
Hane,2017,2,593588,6762492
Hona,2017,1,571449,6792097
Hona,2017,3,485451.5,6825688.75
Hona,2017,1,555357,6815817.333333333
Hane,2017,2,526142.25,6880037
Hane,2017,1,523517.5,6835306
Hona,2017,3,524672.3333333334,6833946.333333333
Hane,2017,1,612747,6779524
Hane,2017,1,606893,6729531.5
Hona,2017,1,560619,6792413.666666667
Hona,2017,1,541058,6776744
Hane,2017,1,521150.5,6881366
Hane,2020,3,465739,6943876.5
Hane,2017,2,478314.5,6833753.5
Hane,2017,9,562796.7777777778,6807151.222222222
Hona,2017,4,534789.4,6797183.6
Hona,2017,1,510629,6835883
Hane,2017,1,531407,6845330
Hona,2017,4,564207.75,6830862.25
Hane,2017,2,566516.5,6828975
Hona,2017,2,541183.5,6801603.5
Hona,2017,6,525632.1666666666,6906290.833333333
Hona,2020,5,530162.6666666666,6914035.166666667
Hona,2017,1,531784,6886898
Hona,2020,1,519353,6890212
Hane,2017,5,585335.25,6761871.375
Hane,2017,5,594229.75,6868525.375
Hona,2017,1,564205,6762398
Hane,2017,3,542888.6666666666,6789803.333333333
Hane,2017,2,513608,6875165.666666667
Hane,2017,1,540549,6849521
Hane,2017,1,587928.5,6785791
Hona,2017,2,527890,6881455.333333333
Hona,2017,3,509946.75,6849830.5
Hane,2017,1,559917,6794469
Hane,2020,2,552289,7006059
Hane,2017,2,533469,6837317.5
Hane,2017,1,491887,6853323
Hona,2017,5,570216,6754433.8
Hona,2017,2,504579,6836559.5
Hona,2017,1,529200,6871409
Hona,2020,1,514140,6891370
Hona,2017,3,567671,6783611.666666667
Hane,2017,3,510699,6837161
Hane,2017,2,520776,6859148.5
Hane,2020,2,474466.5,6865488.5
Hona,2017,4,535966,6841341.4
Hona,2017,6,565906.25,6827233.25
Hona,2017,4,539750.75,6801472.25
Hona,2017,1,555105,6777338
Hona,2017,3,518751,6856999.333333333
Hona,2017,1,555096,6777275
Hona,2017,1,544965,6835716
Hane,2017,2,501421.5,6824503
Hona,2017,2,504977.5,6831143.5
Hona,2017,3,521958.3333333333,6872103.333333333
Hona,2017,1,482707,6836575
Hona,2017,2,480314.5,6845538
Hona,2020,1,477174,6853492
Hane,2017,2,525566,6807938.5
Hona,2017,2,541202.5,6792092.5
Hona,2017,6,535102.3333333334,6807944.166666667
Hane,2017,4,569104.5,6784677.666666667
Hona,2017,1,544520,6778407
Hona,2017,5,536969.3333333334,6807290.666666667
Hona,2017,1,478240,6847718
Hona,2017,2,486449,6860813.5
Hane,2017,4,556211,6834893.375
Hona,2017,2,503910,6824654.5
Hane,2017,6,526532.3333333334,6785370.666666667
Hona,2017,1,539310,6776445
Hona,2017,5,545437,6793540
Hona,2017,2,494764,6846727
Hona,2017,5,587148.2727272727,6748381.7272727275
Hona,2017,2,540704.5,6775745.5
Hona,2017,9,516446,6819012.076923077
Hane,2017,3,511774,6847747
Hona,2017,1,575227,6783083
Hona,2017,6,507616.5,6848087.166666667
Hona,2020,1,496784,6860874
Hona,2017,1,507883,6874982
Hona,2017,4,499630.75,6842042.75
Hona,2017,2,526892.5,6893915.5
Hona,2017,4,526425.5,6827875.5
Hona,2017,3,509048,6831187.333333333
Hane,2017,11,533904,6856905.2727272725
Hane,2020,1,497428,6868129
Hona,2017,3,564572.25,6785263.25
Hane,2017,6,526155.6666666666,6882296
Hane,2017,1,531882,6833612
Hona,2017,1,542300,6792156
Hona,2017,6,531573,6821318.333333333
Hona,2017,2,472771.6666666667,6833418.666666667
Hona,2020,2,467466.75,6829432
Hane,2017,2,555489.5,6836129.75
Hane,2017,3,511609.6666666667,6861024.333333333
Hona,2017,7,543927.4285714285,6856467.857142857
Hona,2017,1,508522,6844936
Hona,2017,3,562588,6782997.75
Hona,2017,3,523535.3333333333,6846762.333333333
Hane,2017,1,564273,6757692
Hane,2017,5,601249.6,6771952.8
Hane,2017,13,523902.71428571426,6863499.285714285
Hane,2017,3,589097.6666666666,6734968.333333333
Hane,2017,2,561072.5,6769900
Hane,2017,7,513295.63636363635,6828192.2727272725
Hona,2017,1,586231,6739156
Hane,2017,1,588929,6760688
Hane,2017,2,580996,6773792
Hona,2017,4,509095.25,6846073.5
Hona,2017,6,543609.8571428572,6886905.857142857
Hona,2017,5,525835.4,6854342.4
Hona,2017,5,507374,6848725
Hona,2017,1,547587,6837436
Hona,2017,5,565448.6666666666,6783763.5
Hane,2017,2,602225.5,6698498
Hona,2017,1,535891,6868786
Hona,2017,2,552559,6773119.5
Hane,2017,2,563509.5,6811349.5
Hona,2017,1,571591.25,6767257.25
Hona,2017,2,528502,6819408.5
Hane,2017,2,533283.5,6855431
Hona,2017,1,525166,6864372
Hona,2017,3,548467.6666666666,6782180.333333333
Hane,2017,3,526040.75,6845874.5
Hona,2017,3,604918.6666666666,6757230.666666667
Hona,2017,3,509400,6834009.6
Hona,2017,2,525618.3333333334,6845625
Hane,2017,5,529858.3333333334,6849735.5
Hane,2017,5,553777.625,6821191
Hona,2017,4,531150.25,6830682
Hane,2017,4,512196.5,6855689.25
Hona,2017,1,536576,6869774
Hane,2017,2,552067.5,6864945
Hona,2017,4,542380.75,6770384.25
Hona,2017,1,523133,6863127
Hona,2017,3,532292,6861188.333333333
Hona,2017,5,512557.3333333333,6829529.5
Hona,2017,3,543508.5,6846490.75
Hona,2017,5,580705.6666666666,6762757.833333333
Hane,2017,10,530044.6666666666,6813327
Hane,2017,2,510099.5,6845419
Hane,2017,10,541604.5,6832811.666666667
Hona,2017,2,490183,6840071
Hona,2017,7,600319.7,6753047.9
Hane,2017,1,555456,6786485
Hona,2017,9,532465.9,6861043.5
Hona,2017,5,566829.4285714285,6805789.714285715
Hona,2017,2,551822,6866646.666666667
Hona,2017,8,605948.5,6739077.75
Hane,2017,2,546862.6666666666,6768816
Hona,2017,1,563373,6888975
Hona,2017,1,569539,6764736
Hane,2017,6,566974.7,6829489.8
Hane,2017,2,498932.6666666667,6803612.333333333
Hona,2019,1,644426,7096498
Hona,2019,2,617482,7221638
Hona,2019,1,662298,7177686
Hona,2019,5,694232,7085592
Hona,2019,2,692472,7086751.333333333
Hane,2019,2,619122,7165776.5
Hona,2019,2,661597.5,7112457
Hane,2019,6,697318.6666666666,7131867.5
Hona,2019,1,549945,7236069
Hona,2019,1,520933,7196799
Hona,2019,3,598540.3333333334,7208155.666666667
Hona,2019,1,587954,7102928
Hona,2020,1,585823,7098236
Hona,2019,1,658733,7104560
Hona,2020,1,660027,7093353
Hona,2019,2,592520,7213107.5
Hane,2019,4,734615,7135712.8
Hane,2020,1,547517,7133826
Hane,2019,1,594522,7206275
Hona,2019,1,715529,7171259
Hona,2019,1,554209,7238023
Hane,2019,1,709080,7058043
Hona,2019,1,640558,7112515
Hane,2019,2,618018.5,7143333
Hona,2019,2,563356,7134041
Hane,2019,1,619184.6666666666,7125315.166666667
Hona,2019,1,602676,7118170
Hane,2019,2,604732.5,7192292.5
Hona,2019,2,563502.6666666666,7134734.333333333
Hane,2019,2,640016.5,7192551.5
Hane,2019,2,753125.3333333334,7157999.666666667
Hane,2019,1,565734,7193795
Hona,2019,2,591908,7223892
Hane,2019,1,553449,7129742
Hane,2020,3,534688,7138579.333333333
Hane,2019,5,593005.2,7285828.8
Hona,2019,2,625367.3333333334,7137926.666666667
Hona,2019,1,637072,7186822
Hona,2019,2,628257.3333333334,7139493.333333333
Hona,2019,1,569242,7128319
Hona,2019,1,632675,7166453
Hona,2019,4,577226.4,7166321.8
Hane,2019,2,687576.5,7150670.5
Hona,2019,1,580758,7173925
Hane,2019,1,597899,7162762
Hane,2020,4,536930.25,7082260
Hane,2019,2,613668,7131926.5
Hona,2019,2,648935,7119752
Hona,2019,2,626785.6666666666,7144264.666666667
Hane,2019,1,643657,7126734
Hane,2019,1,620970,7200165
Hona,2019,3,597968,7195914
Hane,2019,2,680565.6666666666,7134013.333333333
Hane,2019,2,694683.5,7084527
Hona,2019,1,699357.6666666666,7200141.666666667
Hona,2019,5,701608,7204495.555555556
Hane,2019,3,637191.6666666666,7170977
Hane,2019,1,551824,7251730
Hane,2019,4,582147.2,7160289.4
Hane,2019,2,670955.5,7204054
Hane,2019,2,656784.5,7181155
Hona,2019,7,684667,7165693.428571428
Hane,2019,1,659334,7181481
Hona,2019,1,677431,7095660
Hona,2019,1,606757,7141008
Hane,2019,4,645993.25,7129308.75
Hane,2019,1,661329,7124108
Hane,2019,1,675769,7246998
Hona,2019,1,614071,7150515
Hane,2019,1,681894,7185955
Hona,2019,1,563123,7128475
Hona,2019,3,682411.25,7152081.75
Hona,2019,3,626694,7125910.666666667
Hane,2019,4,714907.25,7175329.25
Hane,2019,1,596037,7129602
Hona,2019,1,552977,7217827
Hane,2019,1,616501.3333333334,7129747.333333333
Hona,2019,1,538088.5,7148473
Hane,2019,4,670730,7206098.75
Hane,2019,2,702883,7077378.5
Hane,2019,1,789857,7228498
Hona,2019,1,620894,7130080
Hona,2019,5,638176.5,7112215.666666667
Hane,2019,1,625973,7170459
Hane,2019,3,585503,7129154.5
Hane,2020,9,595863.8181818182,7043701.909090909
Hona,2019,1,665528,7171490
Hane,2019,3,583324.6666666666,7117401.333333333
Hane,2020,5,462603.4,6954237.8
Hona,2019,3,591921.6666666666,7222464.666666667
Hona,2019,1,598950,7187843
Hona,2019,3,577802,7158359
Hane,2019,1,736468,7086401
Hane,2019,5,675325,7101349.8
Hona,2019,2,637024,7095566.5
Hona,2019,1,579443,7120688
Hona,2019,1,608728,7143877
Hane,2019,1,642229,7224263
Hona,2019,1,608835,7169975
Hona,2019,1,627130,7200878
Hona,2019,2,641600,7099131.5
Hona,2019,2,727710.5,7141653
Hona,2019,2,623701,7196304.5
Hane,2019,2,681937.5,7135795.5
Hona,2019,1,707775,7062785
Hona,2019,1,602144,7191878
Hona,2019,3,664505,7186665.666666667
Hona,2019,6,640784.375,7180159.875
Hona,2019,3,613448.3333333334,7118464
Hane,2019,1,688462,7113701
Hona,2019,3,715367,7192187
Hona,2019,1,572080,7123909
Hona,2019,1,712511,7087988
Hane,2019,5,698430.4,7196428.6
Hona,2019,2,639412.5,7177611.5
Hona,2019,2,608860,7211272
Hane,2019,1,532365,7201108
Hona,2019,2,566621.5,7127833.5
Hona,2019,3,705667.8,7200840.4
Hona,2019,2,668172.3333333334,7118170.333333333
Hane,2019,2,560804.5,7150477
Hona,2019,3,592900.25,7156494.75
Hane,2019,2,704730.3333333334,7204220
Hona,2019,1,660394,7153045
Hane,2019,3,561229.6666666666,7169800
Hona,2019,1,710979,7103332.333333333
Hane,2019,1,695732,7087884
Hane,2019,1,691758,7093023
Hane,2019,2,607079.5,7103748.5
Hane,2019,2,676948,7160208.5
Hona,2019,2,646962.5,7241067.5
Hane,2019,8,740117.75,7152095.375
Hane,2019,1,634694,7183662
Hane,2019,1,624651,7265286
Hane,2019,1,597949,7116354
Hona,2019,1,587653,7158407
Hane,2019,1,681920,7134049
Hona,2019,3,630206,7089869.6
Hona,2020,2,633561,7084763.666666667
Hona,2019,4,566266,7133413.5
Hane,2019,1,635385,7095737
Hona,2019,1,562115,7190809
Hona,2019,1,564257,7129207
Hona,2020,4,554673,7125143.2
Hane,2019,5,603804.4,7208157.8
Hane,2019,1,621529,7200121.5
Hona,2019,1,721209,7133180
Hane,2019,2,610084.5,7142734.5
Hane,2019,4,716050.25,7108153.5
Hane,2019,3,625380.3333333334,7190295.666666667
Hane,2019,1,684648,7150384
Hane,2019,2,608826.5,7147996.5
Hona,2019,1,591252,7262650
Hane,2019,3,598486.5,7116437
Hane,2019,5,721087.2,7089032
Hane,2019,1,649448,7237240
Hane,2019,1,572559,7134132
Hona,2019,1,591117,7269117
Hane,2019,1,703543,7075923
Hane,2020,1,636384,7069180
Hane,2019,3,680439.6666666666,7102535
Hona,2019,2,667952.75,7117882.75
Hane,2019,1,708384,7108030
Hona,2019,3,564429.75,7155154.5
Hona,2019,1,587092,7212769
Hona,2019,2,604615,7197339
Hane,2019,5,621015.2,7218588
Hona,2019,1,538398,7157426
Hane,2019,2,674734,7128395.5
Hona,2020,1,632749,6962409
Hona,2019,2,579840.5,7117006.5
Hane,2019,4,682990.1,7204694.2
Hane,2019,1,694010,7084878
Hane,2019,2,640640.6666666666,7164323
Hane,2019,2,618304.5,7166286.5
Hane,2019,4,612863.4,7118842.4
Hane,2020,3,651291.5,7082432
Hona,2019,1,714499,7134533
Hane,2019,1,722844,7112788
Hane,2019,2,691653,7220092
Hane,2019,1,537344,7146124
Hona,2019,1,564242,7153322
Hane,2019,2,687126.5,7092716
Hona,2019,2,676376,7118328.5
Hona,2019,2,622672,7183566
Hane,2019,1,610070.5,7161918.5
Hona,2019,1,545794,7149420
Hane,2019,1,598367,7109140
Hona,2019,1,652169,7181072.5
Hona,2019,1,562282,7241646
Hona,2019,2,658201,7131895.5
Hane,2019,3,691804.3333333334,7183754.666666667
Hona,2019,3,624806.6666666666,7134532.333333333
Hona,2019,1,591893,7219982
Hane,2019,1,605947,7185013
Hane,2019,1,582855,7103656
Hane,2019,1,590374,7218107
Hona,2019,1,629749,7139150
Hona,2019,1,557429,7139599
Hane,2019,2,635888,7106384
Hona,2019,2,544989,7145509.5
Hane,2019,2,571871.5,7168052
Hona,2019,3,660668.5833333334,7121819.166666667
Hane,2019,1,578294,7131071
Hane,2019,1,650172,7253313
Hona,2019,1,716166,7210848
Hane,2019,1,658712,7158590
Hane,2019,1,618138,7106099
Hona,2019,1,661729,7119417
Hona,2019,1,541220,7187813
Hona,2019,1,601350,7234679
Hane,2019,1,660191,7101047
Hona,2019,1,545948,7147682
Hane,2019,2,638121.5,7178860.5
Hane,2019,1,572276,7133969
Hane,2019,1,599649,7234347
Hane,2019,1,565896,7158942
Hona,2019,1,548300,7187451
Hona,2019,1,581202,7200245
Hane,2019,1,670698,7160733
Hona,2019,1,594791,7211438
Hona,2019,1,531816,7198306
Hane,2019,1,624978,7244359
Hane,2019,1,552551,7154008
Hane,2019,1,729181,7111900
Hona,2019,1,663896,7109609
Hane,2019,2,615278.5,7187810
Hane,2019,2,674996,7111472
Hane,2019,3,704694,7091673.666666667
Hane,2020,10,688035.5833333334,7068687.916666667
Hona,2019,1,645359,7255749
Hane,2019,1,682665,7127251
Hane,2019,1,549050.5,7209653.5
Hane,2019,1,646029.6666666666,7106378.333333333
Hona,2019,1,703435,7067580
Hona,2020,3,688595,7071700
Hane,2019,1,622238,7193177
Hona,2019,1,569852,7162152
Hona,2019,1,500848,7190785
Hona,2019,1,674766,7083944
Hona,2019,2,607307,7147265.5
Hona,2019,2,514761.5,7176002.5
Hane,2019,4,690115.25,7152608.75
Hane,2019,1,685037,7111230
Hane,2019,1,636726,7202516
Hane,2019,4,631993.8,7206629.4
Hane,2019,1,562972,7163862
Hane,2019,2,554922,7147484
Hona,2019,1,600061,7159722
Hona,2019,2,534033.5,7269020.5
Hona,2019,1,653140,7169464
Hane,2019,3,635948.6666666666,7128660.666666667
Hane,2019,1,564045,7163493
Hane,2019,3,666183,7153374.666666667
Hane,2019,1,590717,7268748
Hona,2019,4,586607.75,7292593.5
Hona,2019,4,716998.5714285715,7103035.142857143
Hona,2019,3,696683.3333333334,7081779.666666667
Hane,2019,1,781857,7129650
Hona,2019,2,580545,7116452.5
Hane,2019,4,744737.5,7178112.75
Hane,2020,2,559501,7111701.5
Hona,2019,1,689452,7118135
Hona,2019,1,692475.5,7135043
Hona,2019,1,590060,7298706
Hona,2019,1,682460,7082849
Hona,2019,1,586389,7172277
Hane,2019,2,647957,7217323.5
Hona,2019,1,674912,7091389
Hona,2019,3,591414.6666666666,7216949.333333333
Hane,2019,1,645668,7166850
Hane,2019,4,656629.25,7165408.5
Hane,2020,4,672388.6,7054781.2
Hona,2019,4,675883,7094673.8
Hane,2019,1,577986,7161000
Hane,2019,2,676579.5,7136974.5
Hona,2019,1,651836,7107397
Hona,2019,1,590686,7268933
Hona,2019,1,534013,7176078
Hane,2019,2,739544.5,7137455.5
Hane,2019,2,517759,7198143.5
Hane,2019,5,691270.4285714285,7124015.857142857
Hona,2019,2,583678,7293156.5
Hona,2019,1,669707,7143276
Hona,2019,2,630267,7094395.5
Hona,2019,2,620661.5,7113060.5
Hona,2019,3,700740.6666666666,7099627.333333333
Hona,2019,1,716525,7177612
Hane,2019,1,581657,7191807
Hane,2019,2,672312.5,7116695
Hane,2019,2,639246.3333333334,7178398.666666667
Hona,2019,1,638353,7174281
Hane,2020,1,423069,6903377
Hona,2017,1,583852.5,6745792
Hona,2020,1,428776,6887254
Hane,2020,2,447277.3333333333,6845897.666666667
Hona,2020,3,531005,7073908.333333333
Hona,2020,2,569133.5,7008469.5
Hona,2020,1,419780,6876908
Hane,2020,1,453110,7173645
Hona,2020,4,557725.5,6972504.25
Hane,2020,2,468811,6894573.75
Hona,2020,1,563464,7105760
Hona,2020,2,450352,6860386
Hona,2020,2,449555,6842610.5
Hona,2020,1,442249,6892062
Hona,2020,1,514109,7115162
Hane,2020,1,463388,6892077
Hona,2020,1,543171,7082035
Hane,2020,1,555932,7113681
Hane,2020,1,531276,7139897
Hane,2020,4,609681.8,7023121.6
Hane,2020,5,495823.4,6878803.2
Hona,2020,2,513444,6949636.5
Hona,2020,3,496455,7130623.666666667
Hane,2020,4,449388.5,6874781.75
Hona,2020,1,399800,6936945
Hona,2020,1,403056,6927105
Hona,2020,1,380905,6926251
Hona,2020,4,394833.5,6959457
Hona,2020,1,446024,6855983
Hona,2020,5,481475.125,6870148.875
Hane,2020,1,482837,7095596
Hona,2020,3,546811.3333333334,7076862.333333333
Hona,2020,2,545504,7073865.5
Hona,2020,1,572498,7098452
Hane,2020,7,556812.8571428572,6948802.714285715
Hane,2020,2,441498,6893433.5
Hona,2020,3,436071.71428571426,6883225.714285715
Hona,2020,1,446926,6887688
Hane,2020,1,471272,7138101.5
Hona,2020,2,475266.5,7084580
Hane,2020,2,516850,7004282.6
Hona,2020,1,531015,7088471.2
Hane,2020,5,522528.4285714286,7000560.714285715
Hane,2020,5,510393.8333333333,6945469.666666667
Hona,2020,2,568723.3333333334,7078454.333333333
Hona,2020,5,495211.5,7062087.833333333
Hane,2020,1,448505,6895261
Hona,2020,1,426289,7020300
Hona,2020,1,450088,7044313
Hane,2020,1,483949,6866453
Hona,2020,2,477677.5,7142624.5
Hona,2020,1,486235,7045426
Hane,2020,2,514404.5,6885160
Hona,2020,1,421668,6905283.5
Hona,2020,4,420826.2,6903994.8
Hona,2020,1,423508,6902498
Hona,2020,1,535047,7066665
Hona,2020,2,423277.5,6902530
Hona,2020,2,419946,6903315
Hona,2020,1,421278,6904936
Hona,2020,1,503253,6867820
Hona,2020,3,490121.3333333333,6918358.333333333
Hona,2020,1,434449,6869793
Hona,2020,1,493557.25,6911458.75
Hona,2020,1,454057,6894946
Hona,2020,2,524064,7097125.5
Hane,2020,4,554346.4,6975208.8
Hona,2020,4,437177.25,6858587
Hane,2020,3,471358.3333333333,7090280
Hane,2020,3,543377,7083862.666666667
Hona,2020,1,442777,6886202
Hona,2020,1,435365,6875067
Hane,2020,2,565333.5,7077081.5
Hane,2020,2,548206.5,7026173.5
Hona,2020,1,409821,6900933
Hona,2020,2,412448,6901329
Hona,2020,3,531538,7122347.666666667
Hona,2020,1,514125,7087988
Hona,2020,1,430666,6866893
Hane,2020,1,430343,6870754
Hona,2020,2,409942.6666666667,6949018.666666667
Hona,2020,2,416157.6666666667,6947966
Hane,2020,5,506702.5,6993304.833333333
Hona,2020,2,450406,6947429.5
Hane,2020,2,550369.5,7060541.5
Hona,2020,1,504339,6940170
Hona,2020,2,517129.5,7094354.5
Hona,2020,2,449700.5,6883948
Hona,2020,1,408988,6945812
Hona,2020,5,406184.375,6941295.375
Hane,2020,2,570465.5,7005763.5
Hona,2020,4,535890.2,7083397.8
Hane,2020,2,480780.5,7042240.5
Hane,2020,1,542835,7126873
Hane,2020,2,500996.5,6962289.5
Hane,2020,1,460220,6902914
Hane,2020,4,461599,6965980.6
Hona,2020,1,463549,6897183
Hane,2020,4,443182.4,7011197.2
Hona,2020,4,425963,6924440.75
Hona,2020,3,414391,6920568.25
Hane,2020,1,458515,6837590
Hona,2020,1,530383.5,7023888.5
Hane,2020,4,506847.4,6988154.2
Hane,2020,4,521748.75,7057424.5
Hane,2020,3,530446.3333333334,7020155.333333333
Hane,2020,7,575829,7006011.142857143
Hona,2020,2,562669,7083340.8
Hane,2020,1,553482,7010568
Hona,2020,1,474854,7144110
Hona,2020,1,479570,6931995
Hona,2020,1,506951,7145733
Hane,2020,2,503421.5,7061238
Hona,2020,7,572909.4285714285,7011409.857142857
Hona,2020,2,459614.6666666667,6901198.333333333
Hona,2020,2,491709,6956411
Hona,2020,3,385924.6666666667,6921590.666666667
Hona,2020,1,486017,6867080
Hona,2020,5,490495.625,6975522
Hane,2020,2,539757,7067689
Hane,2020,3,457662,6993245.4
Hane,2020,2,507300.3333333333,7060219.666666667
Hane,2020,1,510949,7129861
Hane,2020,7,441797.3333333333,7010073.888888889
Hona,2020,1,416183,6880220
Hona,2020,1,489430,7106008
Hane,2020,1,530755,7096703
Hane,2020,1,515174,6882850
Hona,2020,1,411861.5,6961868.5
Hona,2020,1,553636,7111717
Hane,2020,1,553874,7078017
Hane,2020,1,404517,6908177
Hane,2020,1,421872,6873203
Hona,2020,2,513911,6999411.5
Hane,2020,2,471354.5,6872027.5
Hona,2020,1,509103,6987282
Hane,2020,1,552228,7008844
Hona,2020,1,579870,6973673
Hane,2020,5,544462.1666666666,7042040.833333333
Hona,2020,2,533365.6666666666,7085074
Hona,2020,2,428428.5,6844691
Hona,2020,2,424922.3333333333,7011205
Hona,2020,4,455087.75,6861889.25
Hane,2020,2,391128,6931960.5
Hona,2020,1,514608,6888994
Hane,2020,2,511237.5,6888393.5
Hona,2020,1,565922,7069677
Hane,2020,2,465590.6,7084650.8
Hona,2020,1,416153,6892903
Hona,2020,2,511458,6880968
Hona,2020,2,494499,7137011.5
Hona,2020,1,415562,6972438
Hona,2020,2,512116.6666666667,7126216.333333333
Hona,2020,1,558856,7064313
Hona,2020,4,446012.6666666667,7046428.666666667
Hona,2020,1,552491.5,7100172
Hona,2020,1,421184,6972333
Hona,2020,1,527855.5,7093039
Hona,2020,1,495662,7110739
Hane,2020,2,446961.5,6836425
Hane,2020,1,571626,7067348
Hane,2020,2,475774.5,6998439.5
Hona,2020,2,540888,7009573.5
Hane,2020,2,463104,6854826.5
Hona,2020,2,436820.5,7066259.5
Hane,2020,2,431314.5,6902643.5
Hane,2020,1,432348,6901901
Hona,2020,5,457585.2,6966718.2
Hona,2020,2,497404,7077592.5
Hona,2020,1,434079,6910669
Hona,2020,1,370866,6928580
Hona,2020,1,504615,6871094
Hane,2020,2,452788.3333333333,7097322.333333333
Hona,2020,1,497489,7098235
Hona,2020,1,521281,7128117
Hane,2020,1,431518,6903248
Hona,2020,2,423827.3333333333,6877432.666666667
Hona,2020,1,501792,7118893
Hona,2020,1,505176,7120815
Hona,2020,1,446059,6880489
Hane,2020,1,396264,6924830
Hane,2020,1,479312,6968114
Hane,2020,1,519858,7123779
Hona,2020,1,518545,7135506
Hane,2020,1,481113,6950252
Hona,2020,2,536101.5,7113084
Hona,2020,1,446409,6918645
Hane,2020,1,490617,7027068
Hane,2020,2,521724.5,7049122.5
Hane,2020,6,500389.5,6870478.875
Hane,2020,4,459804.8,7039551
Hane,2020,1,485685,7050122
Hane,2020,1,405293,6905748
Hona,2020,8,511464.54545454547,7028480.363636363
Hona,2020,1,433036,6895285
Hona,2020,2,496651.5,6870821
Hona,2020,1,492073,6969189
Hona,2020,3,535271.3333333334,7064476.333333333
Hona,2020,2,478214,6959875.5
Hane,2020,1,501320,7056101
Hona,2020,1,443043,6844882
Hane,2020,2,546233,7117945.5
Hona,2020,1,486009,6920795
Hona,2020,1,533975,7119551
Hane,2020,2,442909,6919405.5
Hona,2020,3,549939.6666666666,6963185.333333333
Hona,2020,2,528210.5,6966202
Hane,2020,2,535240,7059880
Hona,2020,1,426028,7066757
Hane,2020,2,550235.5,7101142
Hona,2020,2,508903.5,7146134.5
Hona,2020,2,502630,7102094
Hane,2020,1,477639,6865749
Hona,2020,2,434080,6938766.5
Hona,2020,2,450531,6847942.5
Hane,2020,1,426724,6873967
Hona,2020,2,498504,6891238.5
Hane,2020,1,467604,6866048
Hane,2020,1,552344,7114650
Hane,2020,2,479301.3333333333,7074596
Hane,2020,1,522471,7072487
Hane,2020,1,433451,6902340
Hane,2020,4,541670.5,7132823.25
Hona,2020,3,529103,7118268
Hona,2020,1,424722,6886178.5
Hona,2020,1,525147,7074855
Hane,2020,2,564978,7085160.666666667
Hona,2020,1,424351,6880977
Hona,2020,1,407113,6924867
Hane,2020,1,511453,7130775
Hona,2020,1,487492,7143243
Hona,2020,1,529393,7000629
Hona,2020,1,497216,6901276
Hona,2020,2,548998,7129461.5
Hona,2020,1,508560,7131582
Hona,2020,1,425933,6911647
Hane,2020,1,437951,6866156
Hane,2020,1,554435,7114484
Hona,2020,1,527622,7117281
Hane,2020,1,425938,6885552
Hona,2020,1,545855,7008959
Hona,2020,1,549548,7081662
Hona,2020,1,495154,6903585
Hane,2020,1,529971,7093844
Hona,2020,1,505494,6983462
Hona,2020,1,416345,6880309
Hona,2020,1,503936,7023515
Hona,2020,1,500594,7107717
Hane,2020,1,392416,6921591
Hona,2020,1,402676,6973265
Hane,2020,1,474343,6860480
Hona,2020,1,461037,6982524
Hona,2020,1,485967,7082159
Hona,2020,1,517527,6895081
Hane,2020,1,560766,7011879
Hona,2020,3,513769,7122515.666666667
Hane,2020,2,502098.5,6896708
Hona,2020,1,549407,7101917
Hona,2020,1,534539,7113054
Hona,2020,1,514409,7060834
Hane,2020,2,483764.5,6886729
Hane,2020,1,477076,7066735
Hona,2020,1,517100,7002051
Hona,2020,1,544047,7082176
Hona,2020,1,486362,6871844
Hona,2020,2,527396,7128328.5
Hane,2020,1,572775,7086899
Hane,2020,1,446224,6931294
Hona,2020,1,434142.5,6949700
Hane,2020,1,468543,6828678
Hane,2020,1,468634,6831640.25
Hane,2020,1,562879,7092502
Hona,2020,1,530140,7015049.333333333
Hona,2020,1,400016,6926847
Hona,2020,1,498744,6873354
Hane,2020,2,570352,7105187.5
Hane,2020,1,502823,7059488
Hona,2020,1,409931,6906850
Hane,2020,1,483411.5,6911647
Hona,2020,1,532896,7115576
Hona,2020,2,512472.5,7084188.5
Hane,2020,1,408925,6964701
Hona,2020,1,511964,7044386
Hona,2020,1,439458,6856168
Hona,2020,1,465318,6925746
Hona,2020,1,433018,6836781
Hona,2020,1,538026,7083892
Hona,2020,1,538116,7134634
Hane,2020,1,406105,6932123
Hane,2020,1,427223,6875587
Hona,2020,1,519257,7075150
Hona,2020,1,495768,7023908
Hane,2020,1,558543,7117875
Hona,2020,2,536847,7131891
Hona,2020,1,497048,7153938
Hona,2020,1,464712,6885224
Hane,2020,1,466218,6862581
Hona,2020,1,518173,6886519
Hona,2020,1,442824,6892299
Hane,2020,1,577725,6984947
Hona,2020,1,427785,6961178
Hona,2020,1,531646,7025479
Hane,2020,1,429925,6981805
Hona,2020,1,486454,7069741
Hane,2020,1,571153,7094790
Hane,2020,1,447533,6905547
Hane,2020,1,530950,7091210
